sample_id,split,label,crack_pixels,pothole_pixels,lane_pixels,image_path
1095846_DF_070_070BDF0010_01635,train,Crack,3057,0,390860,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1095846_DF_070_070BDF0010_01635/1095846_DF_070_070BDF0010_01635_RAW.jpg
1092109_DF_251_251BDF0490_01519,train,Crack,3400,0,362694,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092109_DF_251_251BDF0490_01519/1092109_DF_251_251BDF0490_01519_RAW.jpg
1077208_DF_251_251BDF0530_04954,train,Crack,5127,0,336465,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077208_DF_251_251BDF0530_04954/1077208_DF_251_251BDF0530_04954_RAW.jpg
917481_RS_290_290RS294095_20856,train,Crack,5477,0,349453,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917481_RS_290_290RS294095_20856/917481_RS_290_290RS294095_20856_RAW.jpg
1092499_DF_251_251BDF0052_00068,val,Crack,5735,0,329264,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092499_DF_251_251BDF0052_00068/1092499_DF_251_251BDF0052_00068_RAW.jpg
1014621_RS_386_386RS124739_30030,train,Crack,2350,0,408936,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014621_RS_386_386RS124739_30030/1014621_RS_386_386RS124739_30030_RAW.jpg
1051772_DF_020_020BDF0070_01686,train,Pothole,0,641,382315,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1051772_DF_020_020BDF0070_01686/1051772_DF_020_020BDF0070_01686_RAW.jpg
1091647_DF_251_251BDF0490_00652,train,Crack,5207,0,362097,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091647_DF_251_251BDF0490_00652/1091647_DF_251_251BDF0490_00652_RAW.jpg
1081523_DF_080_080BDF0070_00360,train,Crack,11057,0,328128,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081523_DF_080_080BDF0070_00360/1081523_DF_080_080BDF0070_00360_RAW.jpg
1014638_RS_386_386RS124739_30115,train,Crack,4080,0,381935,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014638_RS_386_386RS124739_30115/1014638_RS_386_386RS124739_30115_RAW.jpg
1091978_DF_251_251BDF0490_01279,train,Crack,2363,0,344233,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091978_DF_251_251BDF0490_01279/1091978_DF_251_251BDF0490_01279_RAW.jpg
942028_RS_290_290RS070691_03045,train,Pothole,0,22025,350822,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/942028_RS_290_290RS070691_03045/942028_RS_290_290RS070691_03045_RAW.jpg
941603_RS_290_290RS070691_00921,train,Pothole,0,84550,369688,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941603_RS_290_290RS070691_00921/941603_RS_290_290RS070691_00921_RAW.jpg
1077243_DF_251_251BDF0530_05020,train,Crack,3172,0,351392,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077243_DF_251_251BDF0530_05020/1077243_DF_251_251BDF0530_05020_RAW.jpg
1051484_DF_020_020BDF0070_01140,val,Crack,3415,0,363782,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1051484_DF_020_020BDF0070_01140/1051484_DF_020_020BDF0070_01140_RAW.jpg
1014609_RS_386_386RS124739_29970,train,Normal,838,0,382751,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014609_RS_386_386RS124739_29970/1014609_RS_386_386RS124739_29970_RAW.jpg
917244_RS_290_290RS294095_19670,val,Crack,2573,0,364253,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917244_RS_290_290RS294095_19670/917244_RS_290_290RS294095_19670_RAW.jpg
1082219_DF_080_080BDF0070_01724,train,Normal,1216,0,370301,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1082219_DF_080_080BDF0070_01724/1082219_DF_080_080BDF0070_01724_RAW.jpg
1097237_DF_070_070BDF0010_04139,train,Pothole,6993,7383,370800,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1097237_DF_070_070BDF0010_04139/1097237_DF_070_070BDF0010_04139_RAW.jpg
1081579_DF_080_080BDF0070_00460,train,Crack,1979,0,336766,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081579_DF_080_080BDF0070_00460/1081579_DF_080_080BDF0070_00460_RAW.jpg
916891_RS_290_290RS294095_17905,train,Pothole,0,1778,360572,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916891_RS_290_290RS294095_17905/916891_RS_290_290RS294095_17905_RAW.jpg
1092941_DF_251_251BDF0052_00839,train,Crack,5428,0,347406,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092941_DF_251_251BDF0052_00839/1092941_DF_251_251BDF0052_00839_RAW.jpg
883239_RS_290_290RS150131_16926,val,Pothole,0,30432,348041,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/883239_RS_290_290RS150131_16926/883239_RS_290_290RS150131_16926_RAW.jpg
917202_RS_290_290RS294095_19460,train,Crack,13478,0,365160,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917202_RS_290_290RS294095_19460/917202_RS_290_290RS294095_19460_RAW.jpg
918128_RS_290_290RS294095_24091,val,Crack,2768,0,368617,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918128_RS_290_290RS294095_24091/918128_RS_290_290RS294095_24091_RAW.jpg
917118_RS_290_290RS294095_19040,train,Crack,2450,0,355826,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917118_RS_290_290RS294095_19040/917118_RS_290_290RS294095_19040_RAW.jpg
1091787_DF_251_251BDF0490_00919,val,Crack,3709,0,348079,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091787_DF_251_251BDF0490_00919/1091787_DF_251_251BDF0490_00919_RAW.jpg
918396_RS_290_290RS294095_25430,train,Crack,1718,0,352195,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918396_RS_290_290RS294095_25430/918396_RS_290_290RS294095_25430_RAW.jpg
1058796_DF_010_010BDF0010_06132,train,Pothole,0,429,360763,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1058796_DF_010_010BDF0010_06132/1058796_DF_010_010BDF0010_06132_RAW.jpg
1014685_RS_386_386RS124739_30350,val,Crack,5607,0,388866,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014685_RS_386_386RS124739_30350/1014685_RS_386_386RS124739_30350_RAW.jpg
994597_RS_386_386RS191729_09750,train,Crack,13288,0,355444,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/994597_RS_386_386RS191729_09750/994597_RS_386_386RS191729_09750_RAW.jpg
919704_RS_290_290RS294095_31970,train,Crack,1511,0,366151,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919704_RS_290_290RS294095_31970/919704_RS_290_290RS294095_31970_RAW.jpg
741369_ES_101_101ES000000_00345,train,Pothole,6763,1485,450037,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/741369_ES_101_101ES000000_00345/741369_ES_101_101ES000000_00345_RAW.jpg
992866_RS_386_386RS191729_01095,train,Pothole,3831,19786,371888,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/992866_RS_386_386RS191729_01095/992866_RS_386_386RS191729_01095_RAW.jpg
941604_RS_290_290RS070691_00925,val,Pothole,0,66998,378191,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941604_RS_290_290RS070691_00925/941604_RS_290_290RS070691_00925_RAW.jpg
1084356_DF_080_080BDF0090_01519,train,Crack,3095,0,316005,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084356_DF_080_080BDF0090_01519/1084356_DF_080_080BDF0090_01519_RAW.jpg
1092812_DF_251_251BDF0052_00613,train,Crack,13357,0,341479,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092812_DF_251_251BDF0052_00613/1092812_DF_251_251BDF0052_00613_RAW.jpg
1077169_DF_251_251BDF0530_04882,train,Crack,4841,0,342911,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1077169_DF_251_251BDF0530_04882/1077169_DF_251_251BDF0530_04882_RAW.jpg
1093881_DF_251_251BDF0052_02537,train,Crack,2126,0,338695,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093881_DF_251_251BDF0052_02537/1093881_DF_251_251BDF0052_02537_RAW.jpg
1081566_DF_080_080BDF0070_00437,train,Crack,4336,0,330653,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081566_DF_080_080BDF0070_00437/1081566_DF_080_080BDF0070_00437_RAW.jpg
1084319_DF_080_080BDF0090_01456,train,Crack,5070,0,338606,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084319_DF_080_080BDF0090_01456/1084319_DF_080_080BDF0090_01456_RAW.jpg
1085409_DF_080_080BDF0090_03562,val,Crack,7410,0,343516,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1085409_DF_080_080BDF0090_03562/1085409_DF_080_080BDF0090_03562_RAW.jpg
918232_RS_290_290RS294095_24610,train,Pothole,3118,3857,352119,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918232_RS_290_290RS294095_24610/918232_RS_290_290RS294095_24610_RAW.jpg
1083104_DF_080_080BDF0070_03436,val,Crack,3584,0,356074,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1083104_DF_080_080BDF0070_03436/1083104_DF_080_080BDF0070_03436_RAW.jpg
941571_RS_290_290RS070691_00760,train,Pothole,0,24797,350996,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941571_RS_290_290RS070691_00760/941571_RS_290_290RS070691_00760_RAW.jpg
917873_RS_290_290RS294095_22815,train,Crack,3569,0,365077,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917873_RS_290_290RS294095_22815/917873_RS_290_290RS294095_22815_RAW.jpg
1076073_DF_251_251BDF0530_02837,val,Crack,6094,0,365867,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1076073_DF_251_251BDF0530_02837/1076073_DF_251_251BDF0530_02837_RAW.jpg
1014791_RS_386_386RS124739_30880,val,Pothole,2427,4884,401806,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014791_RS_386_386RS124739_30880/1014791_RS_386_386RS124739_30880_RAW.jpg
917945_RS_290_290RS294095_23175,train,Crack,1603,0,378208,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917945_RS_290_290RS294095_23175/917945_RS_290_290RS294095_23175_RAW.jpg
1091882_DF_251_251BDF0490_01100,train,Crack,5484,0,361840,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091882_DF_251_251BDF0490_01100/1091882_DF_251_251BDF0490_01100_RAW.jpg
1096522_DF_070_070BDF0010_02866,train,Normal,1067,0,391443,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1096522_DF_070_070BDF0010_02866/1096522_DF_070_070BDF0010_02866_RAW.jpg
1014694_RS_386_386RS124739_30395,train,Crack,7217,0,382947,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014694_RS_386_386RS124739_30395/1014694_RS_386_386RS124739_30395_RAW.jpg
917926_RS_290_290RS294095_23080,train,Normal,494,0,358439,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917926_RS_290_290RS294095_23080/917926_RS_290_290RS294095_23080_RAW.jpg
916434_RS_290_290RS294095_15621,train,Normal,498,0,345875,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/916434_RS_290_290RS294095_15621/916434_RS_290_290RS294095_15621_RAW.jpg
1092996_DF_251_251BDF0052_00937,train,Crack,12592,0,369993,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092996_DF_251_251BDF0052_00937/1092996_DF_251_251BDF0052_00937_RAW.jpg
1093012_DF_251_251BDF0052_00966,train,Normal,1060,0,364231,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1093012_DF_251_251BDF0052_00966/1093012_DF_251_251BDF0052_00966_RAW.jpg
1014691_RS_386_386RS124739_30380,train,Pothole,2420,377,391054,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014691_RS_386_386RS124739_30380/1014691_RS_386_386RS124739_30380_RAW.jpg
1084157_DF_080_080BDF0090_01081,train,Crack,5365,0,323720,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084157_DF_080_080BDF0090_01081/1084157_DF_080_080BDF0090_01081_RAW.jpg
919523_RS_290_290RS294095_31066,train,Crack,9379,0,346398,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/919523_RS_290_290RS294095_31066/919523_RS_290_290RS294095_31066_RAW.jpg
917937_RS_290_290RS294095_23135,train,Normal,1130,0,358686,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917937_RS_290_290RS294095_23135/917937_RS_290_290RS294095_23135_RAW.jpg
1014735_RS_386_386RS124739_30601,train,Normal,416,0,380090,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014735_RS_386_386RS124739_30601/1014735_RS_386_386RS124739_30601_RAW.jpg
1092816_DF_251_251BDF0052_00620,train,Crack,9318,0,337221,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092816_DF_251_251BDF0052_00620/1092816_DF_251_251BDF0052_00620_RAW.jpg
1081568_DF_080_080BDF0070_00441,train,Crack,6962,0,334883,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081568_DF_080_080BDF0070_00441/1081568_DF_080_080BDF0070_00441_RAW.jpg
884192_RS_290_290RS150131_21690,train,Pothole,0,12231,363238,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/884192_RS_290_290RS150131_21690/884192_RS_290_290RS150131_21690_RAW.jpg
1091754_DF_251_251BDF0490_00857,train,Normal,1315,0,360395,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091754_DF_251_251BDF0490_00857/1091754_DF_251_251BDF0490_00857_RAW.jpg
1092284_DF_251_251BDF0490_01839,train,Pothole,11228,1411,361623,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1092284_DF_251_251BDF0490_01839/1092284_DF_251_251BDF0490_01839_RAW.jpg
1025934_RS_386_386RS169832_09410,train,Crack,2439,0,382977,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1025934_RS_386_386RS169832_09410/1025934_RS_386_386RS169832_09410_RAW.jpg
1094276_DF_251_251BDF0052_03269,train,Crack,2799,0,356108,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1094276_DF_251_251BDF0052_03269/1094276_DF_251_251BDF0052_03269_RAW.jpg
918383_RS_290_290RS294095_25365,train,Normal,737,0,360243,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/918383_RS_290_290RS294095_25365/918383_RS_290_290RS294095_25365_RAW.jpg
941555_RS_290_290RS070691_00680,train,Pothole,0,3147,354948,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/941555_RS_290_290RS070691_00680/941555_RS_290_290RS070691_00680_RAW.jpg
1082253_DF_080_080BDF0070_01829,train,Crack,48583,0,341757,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1082253_DF_080_080BDF0070_01829/1082253_DF_080_080BDF0070_01829_RAW.jpg
1014724_RS_386_386RS124739_30545,train,Pothole,0,506,362828,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014724_RS_386_386RS124739_30545/1014724_RS_386_386RS124739_30545_RAW.jpg
917504_RS_290_290RS294095_20970,val,Pothole,0,1902,353256,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917504_RS_290_290RS294095_20970/917504_RS_290_290RS294095_20970_RAW.jpg
1084108_DF_080_080BDF0090_00989,train,Crack,5161,0,339558,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1084108_DF_080_080BDF0090_00989/1084108_DF_080_080BDF0090_00989_RAW.jpg
1081576_DF_080_080BDF0070_00455,train,Crack,3167,0,363249,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1081576_DF_080_080BDF0070_00455/1081576_DF_080_080BDF0070_00455_RAW.jpg
1091992_DF_251_251BDF0490_01304,train,Normal,948,0,359078,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1091992_DF_251_251BDF0490_01304/1091992_DF_251_251BDF0490_01304_RAW.jpg
917273_RS_290_290RS294095_19816,train,Crack,16628,0,367843,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917273_RS_290_290RS294095_19816/917273_RS_290_290RS294095_19816_RAW.jpg
917902_RS_290_290RS294095_22960,train,Crack,6713,0,365766,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917902_RS_290_290RS294095_22960/917902_RS_290_290RS294095_22960_RAW.jpg
917230_RS_290_290RS294095_19600,train,Crack,6808,0,369388,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/917230_RS_290_290RS294095_19600/917230_RS_290_290RS294095_19600_RAW.jpg
1053881_DF_020_020BDF0070_06062,train,Crack,6037,0,386462,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1053881_DF_020_020BDF0070_06062/1053881_DF_020_020BDF0070_06062_RAW.jpg
1014653_RS_386_386RS124739_30190,train,Crack,12034,0,385601,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1014653_RS_386_386RS124739_30190/1014653_RS_386_386RS124739_30190_RAW.jpg
1095862_DF_070_070BDF0010_01664,train,Crack,8587,0,358996,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1095862_DF_070_070BDF0010_01664/1095862_DF_070_070BDF0010_01664_RAW.jpg
1055690_DF_020_020BDF0070_09415,train,Normal,236,0,393204,d:/current project/SIH PPts/roadsense_webapp/roadsense_webapp/Cracks-and-Potholes-in-Road-Images-Dataset-master/Cracks-and-Potholes-in-Road-Images-Dataset-master/Dataset/1055690_DF_020_020BDF0070_09415/1055690_DF_020_020BDF0070_09415_RAW.jpg
